robot_timestamp_iso,robot_X,robot_Y,robot_Z,robot_A,robot_B,robot_C
2025-07-22T15:56:16.844650+00:00,681.001099,172.552292,2.57438493,89.9982452,-0.000253189093,0.000140019591
2025-07-22T15:56:16.856713+00:00,680.998657,172.914185,2.57813549,90.0012,-0.00032945571,0.000320237159
2025-07-22T15:56:16.869654+00:00,680.996155,173.280258,2.58114338,90.0030823,-0.00037060774,0.000421745499
2025-07-22T15:56:16.894649+00:00,680.995728,173.99707,2.575423,89.997551,-0.000506760844,0.000755880959
2025-07-22T15:56:16.906654+00:00,680.99054,174.361313,2.57246423,90.0001678,-0.00056960911,0.000924941
2025-07-22T15:56:16.919166+00:00,681.004517,175.072784,2.58134818,90.0001678,-0.00011798081,-0.000218605637
2025-07-22T15:56:16.932168+00:00,681.001038,175.431961,2.57333565,89.9982529,-0.000154710549,-0.000146433435
2025-07-22T15:56:16.944165+00:00,681.004761,175.792786,2.57139397,90.0011597,-7.88606558e-05,-0.000344704837
2025-07-22T15:56:16.956533+00:00,681.010498,176.150803,2.57856321,90.0029068,5.18075358e-05,-0.000654047
2025-07-22T15:56:16.969574+00:00,681.004761,176.513855,2.5799706,90.0003204,-6.37621197e-05,-0.000360312464
2025-07-22T15:56:16.981533+00:00,681.000793,176.873657,2.57720947,89.9988632,-0.000178652088,-3.61578059e-05
2025-07-22T15:56:16.994530+00:00,681.00293,177.239182,2.57503462,90.0016937,-0.000276518811,0.000232375445
2025-07-22T15:56:17.006532+00:00,681.000671,177.598816,2.57561421,90.0030746,-0.000302539149,0.000296008162
2025-07-22T15:56:17.019039+00:00,681.001953,177.958069,2.57980084,90.0004,-0.000220749789,0.000124075304
2025-07-22T15:56:17.032039+00:00,681.005676,178.311295,2.58203983,89.9981461,-0.000117143783,-0.0001671629
2025-07-22T15:56:17.044041+00:00,681.006348,178.675842,2.57601619,90.0006638,-0.00011674266,-0.000150144086
2025-07-22T15:56:17.057040+00:00,681.009399,179.031967,2.57302237,90.0023651,4.10400498e-05,-0.000528652046
2025-07-22T15:56:17.069039+00:00,681.018799,179.390488,2.57968092,89.9998322,0.000261114357,-0.00107018149
2025-07-22T15:56:17.082042+00:00,681.011841,179.991806,2.57745457,89.9996719,0.00016772245,-0.000813651772
2025-07-22T15:56:17.094041+00:00,681.008789,180.351212,2.5726378,90.0029907,5.71332421e-05,-0.000531336293
2025-07-22T15:56:17.107048+00:00,681.007751,180.715,2.57106137,90.0020065,-5.62719761e-05,-0.000199615766
2025-07-22T15:56:17.119351+00:00,681.001,180.954544,2.5705812,89.9993896,-0.000189314218,0.000132696892
2025-07-22T15:56:17.144350+00:00,680.999939,181.678772,2.57464027,90.0018539,-0.000266185147,0.000355076103
2025-07-22T15:56:17.156350+00:00,680.996887,181.915558,2.57191491,90.0024872,-0.000336973579,0.000547362
2025-07-22T15:56:17.169350+00:00,680.989929,182.281036,2.56500363,90.0001526,-0.000523876224,0.00104130711
2025-07-22T15:56:17.181350+00:00,680.990295,182.636078,2.5689981,89.9983368,-0.000456624432,0.000874265039
2025-07-22T15:56:17.194350+00:00,680.998657,182.999863,2.57543421,90.0011444,-0.000297745544,0.000466767058
2025-07-22T15:56:17.206365+00:00,680.999695,183.355591,2.57221746,90.0025635,-0.000190886552,0.000186384204
2025-07-22T15:56:17.219429+00:00,681.006348,183.714172,2.56710076,89.9999,-3.98875454e-05,-0.000208569865
2025-07-22T15:56:17.233430+00:00,681.013916,184.430237,2.57255,90.0010071,0.000234963707,-0.000922181294
2025-07-22T15:56:17.256428+00:00,681.016541,185.150467,2.57267857,90.0006332,0.000202997253,-0.000858538144
2025-07-22T15:56:17.269430+00:00,681.0047,185.510513,2.56543589,89.9985275,-7.19061718e-05,-0.000143815865
2025-07-22T15:56:17.281428+00:00,681.000854,185.877762,2.56706524,90.0011749,-0.000171890875,9.12159303e-05
2025-07-22T15:56:17.294428+00:00,681.002869,186.235352,2.5745697,90.0022,-0.000127421197,-3.03202505e-05
2025-07-22T15:56:17.306433+00:00,680.999,186.598053,2.57024693,89.9990692,-0.000256778236,0.000294502213
2025-07-22T15:56:17.318948+00:00,680.991699,186.955719,2.56222844,89.9971237,-0.000394137,0.000641626539
2025-07-22T15:56:17.356568+00:00,681.004456,187.914185,2.57166958,90.0018845,-1.47508736e-05,-0.000417033822
2025-07-22T15:56:17.369568+00:00,681.00824,188.272476,2.56887531,89.998291,5.9476e-05,-0.000604143308
2025-07-22T15:56:17.381567+00:00,681.010681,188.629623,2.56598759,89.9990616,2.81147895e-05,-0.000558158732
2025-07-22T15:56:17.394568+00:00,681.005798,189.233841,2.56646347,90.0023499,-7.27016522e-05,-0.000311962474
2025-07-22T15:56:17.406571+00:00,681.005249,189.595276,2.57078338,89.9995499,-0.000141660406,-0.000156952607
2025-07-22T15:56:17.418689+00:00,680.998779,189.953094,2.56722736,89.999649,-0.000325397501,0.000322376203
2025-07-22T15:56:17.431693+00:00,680.993591,190.322571,2.56046796,90.0028915,-0.000530013582,0.00081402139
2025-07-22T15:56:17.443689+00:00,680.995239,190.676163,2.5633502,90.0024338,-0.000469322462,0.000650460715
2025-07-22T15:56:17.456690+00:00,680.998779,190.914978,2.56831741,89.9999924,-0.000403581857,0.000474433211
2025-07-22T15:56:17.468690+00:00,680.994385,191.274628,2.56809711,89.9981461,-0.000446610036,0.000584731461
2025-07-22T15:56:17.481689+00:00,680.996826,191.638535,2.56384325,90.0014877,-0.000382088649,0.00038959246
2025-07-22T15:56:17.494690+00:00,681.00708,191.997787,2.56150174,90.0031281,-0.000179880648,-0.000147719795
2025-07-22T15:56:17.506703+00:00,681.010559,192.35321,2.56300569,89.9999542,-3.11280419e-05,-0.000543853384
2025-07-22T15:56:17.519212+00:00,681.010681,193.072037,2.56732082,90.0008621,5.04001036e-05,-0.000790261314
2025-07-22T15:56:17.531209+00:00,681.008911,193.434097,2.56422114,90.001915,-6.89978551e-05,-0.000458017399
2025-07-22T15:56:17.544208+00:00,681.001465,193.672485,2.55935884,90.0001,-0.000218878791,-6.32322772e-05
2025-07-22T15:56:17.557217+00:00,680.998413,194.037415,2.56026983,89.9980927,-0.000334748707,0.000239024972
2025-07-22T15:56:17.569210+00:00,680.999573,194.394272,2.56861186,90.0002518,-0.000300624757,0.000163927456
2025-07-22T15:56:17.581209+00:00,680.997864,194.762497,2.5683744,90.003,-0.00040698,0.000451186148
2025-07-22T15:56:17.594209+00:00,680.99231,195.120056,2.56212687,90.0011673,-0.000533815357,0.000774268701
2025-07-22T15:56:17.606213+00:00,680.995483,195.481659,2.56215429,89.9976654,-0.00055155973,0.00083914405
2025-07-22T15:56:17.619719+00:00,680.996,195.719269,2.56512833,89.9978638,-0.000514199492,0.000758375623
2025-07-22T15:56:17.631719+00:00,681.000488,196.206406,2.56937456,90.0029831,-0.00034224274,0.000316129212
2025-07-22T15:56:17.644719+00:00,681.006897,196.557724,2.56835675,90.0013885,-0.000151708722,-0.000193678308
2025-07-22T15:56:17.656719+00:00,681.007568,197.035751,2.56096864,89.9987411,-0.000120264383,-0.000238491906
2025-07-22T15:56:17.669719+00:00,681.00592,197.393311,2.56088257,90.0020065,-3.52204443e-05,-0.000458589901
2025-07-22T15:56:17.681720+00:00,681.013062,197.754456,2.56839466,90.0031662,0.000127655163,-0.000888054143
2025-07-22T15:56:17.694720+00:00,681.007874,198.108948,2.56675386,89.9995575,2.44750827e-05,-0.000606414629
2025-07-22T15:56:17.706722+00:00,680.99884,198.477036,2.55749512,89.999176,-0.000224729054,9.77057643e-05
2025-07-22T15:56:17.741931+00:00,681.002197,199.200623,2.56349826,90.0028305,-0.000234199411,0.00014369881
2025-07-22T15:56:17.779923+00:00,681.004,200.873093,2.55898976,89.9994583,-6.60557416e-05,-0.000261008856
2025-07-22T15:56:17.793924+00:00,681.011047,201.229614,2.56303215,89.9969559,0.000124943428,-0.000777878275
2025-07-22T15:56:17.806938+00:00,681.012817,201.588989,2.56175303,90.0000305,0.000152710272,-0.000836288324
2025-07-22T15:56:17.819454+00:00,681.00885,201.955109,2.55508852,90.0031815,2.93798803e-05,-0.000521159556
2025-07-22T15:56:17.831449+00:00,681.008789,202.195084,2.55537844,90.0021667,1.08005115e-05,-0.000463934353
2025-07-22T15:56:17.844450+00:00,681.008789,202.672791,2.56399488,89.9977951,-1.76011672e-05,-0.000363130152
2025-07-22T15:56:17.856451+00:00,680.999817,203.037537,2.56184387,90.0002136,-0.000201042436,0.000124759099
2025-07-22T15:56:17.881449+00:00,680.996216,203.759338,2.55526471,89.9999771,-0.000400432822,0.000641236082
2025-07-22T15:56:17.900273+00:00,680.990234,204.120529,2.55671859,89.997879,-0.000505535631,0.000930872804
2025-07-22T15:56:17.907273+00:00,680.993164,204.721649,2.56186199,90.0031815,-0.000390841858,0.000590670679
2025-07-22T15:56:17.931781+00:00,680.993713,205.317245,2.55300808,89.9990768,-0.000388398068,0.000589731964
2025-07-22T15:56:17.943780+00:00,680.994202,205.558075,2.55072641,89.9985046,-0.000346970424,0.000464638637
2025-07-22T15:56:17.956780+00:00,681.004822,205.915024,2.55750513,90.0014,-6.34273e-05,-0.000318419683
2025-07-22T15:56:17.969599+00:00,681.010742,206.631912,2.5588026,90.0005417,9.61446785e-05,-0.00077136053
2025-07-22T15:56:17.981598+00:00,681.006897,206.991867,2.55299926,89.9989471,-2.18821715e-05,-0.000467351114
2025-07-22T15:56:17.994598+00:00,681.008789,207.355515,2.55673218,90.0012512,-6.20668798e-05,-0.000376623764
2025-07-22T15:56:18.006613+00:00,681.005554,207.715958,2.56151319,90.0021591,-0.000100995552,-0.000277507701
2025-07-22T15:56:18.021138+00:00,681.003052,208.076965,2.56170106,89.9993057,-0.000181745927,-7.46011574e-05
2025-07-22T15:56:18.032138+00:00,681.002258,208.435974,2.55867767,89.9976959,-0.000282689318,0.00019432696
2025-07-22T15:56:18.044138+00:00,680.997742,208.800919,2.55357409,90.000946,-0.000437773269,0.000588140567
2025-07-22T15:56:18.057138+00:00,680.995544,209.161591,2.55325198,90.0030899,-0.000409890985,0.000496597204
2025-07-22T15:56:18.069138+00:00,681.000854,209.400909,2.55739188,90.0015793,-0.000277467974,0.00013312028
2025-07-22T15:56:18.081138+00:00,681.005,209.750854,2.56037903,89.9974289,-0.00013947337,-0.000257610285
2025-07-22T15:56:18.094138+00:00,681.004211,210.11702,2.5538764,89.9991074,-0.000160204014,-0.000227765981
2025-07-22T15:56:18.106151+00:00,681.008545,210.595276,2.54996872,90.0028534,-2.30868409e-05,-0.000608075
2025-07-22T15:56:18.118670+00:00,681.013245,210.954453,2.55569744,90.0000381,6.30839568e-05,-0.00083844742
2025-07-22T15:56:18.131671+00:00,681.007813,211.192062,2.55753708,89.9987946,-1.73478711e-05,-0.000644977728
2025-07-22T15:56:18.143670+00:00,681.003357,211.680511,2.55384469,90.0024109,-0.000164138706,-0.000274660182
2025-07-22T15:56:18.156670+00:00,681.003784,212.037354,2.55217361,90.0025864,-0.000230364603,-7.78008e-05
2025-07-22T15:56:18.181670+00:00,680.995911,212.880142,2.55724335,89.9997559,-0.000393793976,0.000344496104
2025-07-22T15:56:18.193670+00:00,680.998779,213.238968,2.5595808,90.0026779,-0.000368376321,0.000257333159
2025-07-22T15:56:18.244273+00:00,681.012939,214.560028,2.55931926,90.0017,-3.53597061e-05,-0.000631236
2025-07-22T15:56:18.256273+00:00,681.012268,214.915054,2.55780911,90.0016632,7.03824116e-05,-0.000904200308
2025-07-22T15:56:18.269544+00:00,681.011292,215.632828,2.54934287,89.9989471,1.22235679e-06,-0.000714008056
2025-07-22T15:56:18.281549+00:00,681.008057,215.999359,2.55257416,90.0022583,-9.16757854e-05,-0.000455323519
2025-07-22T15:56:18.294549+00:00,681.002686,216.356018,2.55602956,90.0024185,-0.000125758888,-0.000356767938
2025-07-22T15:56:18.306559+00:00,681.002075,216.717773,2.55553436,89.9986496,-0.000212909727,-0.000111670743
2025-07-22T15:56:18.319066+00:00,680.995544,217.074554,2.55069637,89.9973831,-0.000403215381,0.000429533393
2025-07-22T15:56:18.356556+00:00,680.994,217.922241,2.55362201,90.0009918,-0.000446077378,0.000566207862
2025-07-22T15:56:18.369707+00:00,680.995422,218.280563,2.55614161,89.9979477,-0.000440389238,0.000556065468
2025-07-22T15:56:18.381711+00:00,680.991516,218.640701,2.5500021,90.0004959,-0.000476803427,0.000696196046
2025-07-22T15:56:18.393711+00:00,680.997131,219.000259,2.54702687,90.0031738,-0.000360987324,0.000359563739
2025-07-22T15:56:18.406725+00:00,681.006226,219.353439,2.55125308,90.0005875,-0.000132839836,-0.000254752318
2025-07-22T15:56:18.419252+00:00,681.006287,219.711121,2.55361414,89.9984894,-4.37038507e-05,-0.000484871271
2025-07-22T15:56:18.431253+00:00,681.012329,220.315125,2.55225825,90.0028381,4.78944348e-05,-0.000727759
2025-07-22T15:56:18.444251+00:00,681.010498,220.672318,2.54870796,90.0012665,-3.17398044e-05,-0.000490731851
2025-07-22T15:56:18.456253+00:00,681.003,221.038818,2.54566479,89.9983063,-0.000193323416,-3.67954044e-06
2025-07-22T15:56:18.469252+00:00,680.998901,221.277802,2.54694653,89.9985809,-0.000238006367,0.00010505478
2025-07-22T15:56:18.481251+00:00,681.004,221.762909,2.55360198,90.0021591,-0.000203289732,8.98529106e-06
2025-07-22T15:56:18.494252+00:00,680.996826,222.118942,2.54696226,90.0006638,-0.000329859584,0.000378507451
2025-07-22T15:56:18.506265+00:00,680.992676,222.481018,2.54017806,89.9979,-0.000445263169,0.000706229184
2025-07-22T15:56:18.518798+00:00,680.996582,222.835632,2.54423809,89.9996338,-0.000321049214,0.000376273645
2025-07-22T15:56:18.531797+00:00,681.004089,223.198654,2.55089664,90.0030136,-0.000136783972,-0.000133451831
2025-07-22T15:56:18.543797+00:00,681.003418,223.551956,2.54839182,90.0018616,-3.17530394e-05,-0.000430739
2025-07-22T15:56:18.556798+00:00,681.010864,224.030304,2.54404593,89.9981537,6.16906764e-05,-0.000698977266
2025-07-22T15:56:18.568798+00:00,681.013123,224.635818,2.54595542,90.0027924,0.000107481508,-0.000839395856
